Nr,TID,PID,x,y,t.sec,I.val,Len.m,D2S.m,D2R.m,D2P.m,q¡.deg,s¡.deg
1,1,1,489.573,447.684,0,328,0,0,NA,NA,NA,NA
2,1,2,497.427,451.611,0,343,8.781,8.781,NA,8.781,26.565,NA
3,1,3,506.59,454.229,0,372,18.311,18.233,NA,9.53,15.945,-10.62
4,1,4,515.753,452.92,0,472,27.567,26.699,NA,9.256,-8.13,-24.075
5,1,5,523.607,447.684,0,549,37.007,34.034,NA,9.439,-33.69,-25.56
6,1,6,528.843,437.212,0,355,48.715,40.643,NA,11.708,-63.435,-29.745
7,1,7,531.461,430.667,0,352,55.764,45.213,NA,7.049,-68.199,-4.764
8,1,8,534.079,422.813,0,494,64.043,50.985,NA,8.279,-71.565,-3.366
9,1,9,538.006,416.268,0,597,71.676,57.731,NA,7.633,-59.036,12.529
10,1,10,539.315,412.341,0,434,75.815,61.02,NA,4.139,-71.565,-12.529
11,1,11,540.624,405.796,0,743,82.49,66.037,NA,6.675,-78.69,-7.125
12,1,12,541.933,400.559,0,485,87.887,70.444,NA,5.397,-75.964,2.726
13,1,13,541.933,392.705,0,970,95.741,75.923,NA,7.854,-90,-14.036
14,1,14,541.933,387.469,0,1154,100.977,79.796,NA,5.236,-90,0
15,1,15,547.169,378.306,0,744,111.531,90.17,NA,10.554,-60.255,29.745
16,1,16,557.642,371.761,0,874,123.88,101.969,NA,12.349,-32.005,28.25
17,1,17,565.496,365.216,0,598,134.104,112.095,NA,10.224,-39.806,-7.8
18,1,18,573.35,359.98,0,418,143.544,121.287,NA,9.439,-33.69,6.116
19,1,19,585.131,352.126,0,624,157.703,135.14,NA,14.159,-33.69,0
20,1,20,594.294,348.199,0,541,167.672,144.443,NA,9.969,-23.199,10.491
21,1,21,603.457,341.654,0,530,178.932,155.603,NA,11.261,-35.538,-12.339
22,1,22,613.929,341.654,0,376,189.405,163.423,NA,10.472,0,35.538
23,1,23,623.092,339.036,0,413,198.934,172.14,NA,9.53,-15.945,-15.945
24,1,24,632.256,337.727,0,312,208.191,180.136,NA,9.256,-8.13,7.815
25,1,25,644.037,337.727,0,426,219.972,189.604,NA,11.781,0,8.13
26,1,26,653.2,335.109,0,375,229.502,198.613,NA,9.53,-15.945,-15.945
27,1,27,666.29,335.109,0,414,242.592,209.529,NA,13.09,0,15.945
28,1,28,672.835,335.109,0,640,249.137,215.078,NA,6.545,0,0
29,1,29,685.925,331.182,0,628,262.803,228.314,NA,13.667,-16.699,-16.699
30,1,30,695.088,327.254,0,592,272.773,238.202,NA,9.969,-23.199,-6.499
31,1,31,705.561,325.945,0,851,283.326,247.934,NA,10.554,-7.125,16.074
32,1,32,717.342,324.636,0,697,295.18,258.881,NA,11.854,-6.34,0.785
33,1,33,727.814,322.018,0,667,305.974,269.352,NA,10.794,-14.036,-7.696
34,1,34,736.977,322.018,0,581,315.137,277.49,NA,9.163,0,14.036
35,1,35,744.831,324.636,0,439,323.416,283.368,NA,8.279,18.435,18.435
36,1,36,755.303,322.018,0,436,334.211,293.947,NA,10.794,-14.036,-32.471
37,1,37,763.157,318.091,0,338,342.992,302.726,NA,8.781,-26.565,-12.529
38,1,38,774.939,316.782,0,345,354.846,313.957,NA,11.854,-6.34,20.225
39,1,39,786.72,315.473,0,390,366.699,325.232,NA,11.854,-6.34,0
40,1,40,784.102,307.619,0,825,374.978,326.137,NA,8.279,-108.435,-102.095
41,1,41,781.484,302.383,0,431,380.832,326.074,NA,5.854,-116.565,-8.13
42,1,42,776.248,299.765,0,411,386.686,322.587,NA,5.854,-153.435,-36.87
43,1,43,769.702,298.456,0,828,393.361,317.398,NA,6.675,-168.69,-15.255
44,1,44,764.466,297.147,0,358,398.758,313.413,NA,5.397,-165.964,2.726
45,1,45,756.612,294.529,0,466,407.037,307.842,NA,8.279,-161.565,4.399
46,1,46,752.685,293.22,0,363,411.177,305.102,NA,4.139,-161.565,0
47,1,47,742.213,293.22,0,719,421.649,296.119,NA,10.472,180,-18.435
48,1,48,735.668,289.293,0,371,429.282,292.661,NA,7.633,-149.036,30.964
49,1,49,726.505,287.984,0,415,438.538,285.729,NA,9.256,-171.87,-22.834
50,1,50,716.033,287.984,0,396,449.01,277.107,NA,10.472,180,-8.13
51,1,51,708.179,290.602,0,369,457.289,269.19,NA,8.279,161.565,-18.435
52,1,52,701.634,291.911,0,579,463.964,263.126,NA,6.675,168.69,7.125
53,1,53,689.852,290.602,0,499,475.817,254.532,NA,11.854,-173.66,17.65
54,1,54,674.144,287.984,0,482,491.742,244.071,NA,15.925,-170.538,3.122
55,1,55,667.599,287.984,0,496,498.287,239.16,NA,6.545,180,-9.462
56,1,56,658.436,286.675,0,805,507.544,233.321,NA,9.256,-171.87,8.13
57,1,57,646.655,284.057,0,489,519.612,226.823,NA,12.069,-167.471,4.399
58,1,58,633.565,284.057,0,369,532.702,217.962,NA,13.09,180,-12.529
59,1,59,624.401,276.203,0,354,544.771,218.139,NA,12.069,-139.399,40.601
60,1,60,617.856,269.658,0,788,554.027,219.431,NA,9.256,-135,4.399
61,1,61,603.457,265.731,0,433,568.952,214.655,NA,14.925,-164.745,-29.745
62,2,1,280.13,581.204,0,568,0,0,NA,NA,NA,NA
63,2,2,273.585,581.204,0,473,6.545,6.545,NA,6.545,180,NA
64,2,3,264.422,583.822,0,494,16.075,15.925,NA,9.53,164.055,-15.945
65,2,4,257.877,583.822,0,410,22.62,22.407,NA,6.545,180,15.945
66,2,5,251.331,585.131,0,271,29.295,29.065,NA,6.675,168.69,-11.31
67,2,6,242.168,586.44,0,642,38.551,38.321,NA,9.256,171.87,3.18
68,2,7,235.623,590.367,0,298,46.184,45.44,NA,7.633,149.036,-22.834
69,2,8,229.078,591.676,0,279,52.858,52.115,NA,6.675,168.69,19.654
70,2,9,219.915,592.985,0,337,62.115,61.357,NA,9.256,171.87,3.18
71,2,10,214.679,591.676,0,387,67.512,66.283,NA,5.397,-165.964,22.166
72,2,11,206.825,592.985,0,378,75.474,74.246,NA,7.962,170.538,-23.499
73,2,12,197.662,591.676,0,507,84.73,83.13,NA,9.256,-171.87,17.592
74,2,13,184.572,590.367,0,386,97.886,95.997,NA,13.155,-174.289,-2.42
75,2,14,179.335,590.367,0,301,103.122,101.21,NA,5.236,180,-5.711
76,2,15,163.627,592.985,0,420,119.047,117.097,NA,15.925,170.538,-9.462
77,2,16,155.773,594.294,0,466,127.009,125.044,NA,7.962,170.538,0
78,2,17,151.846,590.367,0,441,132.563,128.611,NA,5.554,-135,54.462
79,2,18,150.537,583.822,0,276,139.238,129.619,NA,6.675,-101.31,33.69
80,2,19,154.464,577.277,0,573,146.87,125.727,NA,7.633,-59.036,42.274
81,2,20,163.627,581.204,0,525,156.84,116.503,NA,9.969,23.199,82.235
82,2,21,172.79,583.822,0,389,166.369,107.371,NA,9.53,15.945,-7.253
83,2,22,180.644,595.603,0,501,180.529,100.522,NA,14.159,56.31,40.365
84,2,23,192.426,602.148,0,395,194.006,90.17,NA,13.477,29.055,-27.255
85,2,24,201.589,606.075,0,566,203.975,82.385,NA,9.969,23.199,-5.856
86,2,25,215.988,613.929,0,476,220.377,72.008,NA,16.402,28.61,5.412
87,2,26,227.769,615.238,0,483,232.231,62.45,NA,11.854,6.34,-22.27
88,2,27,239.55,615.238,0,446,244.012,52.963,NA,11.781,0,-6.34
89,2,28,252.64,610.002,0,599,258.11,39.812,NA,14.099,-21.801,-21.801
90,2,29,267.04,610.002,0,424,272.509,31.634,NA,14.399,0,21.801
91,2,30,281.439,606.075,0,551,287.435,24.906,NA,14.925,-15.255,-15.255
92,2,31,291.911,600.839,0,323,299.143,22.898,NA,11.708,-26.565,-11.31
93,2,32,310.237,602.148,0,574,317.516,36.676,NA,18.373,4.086,30.651
94,2,33,322.018,592.985,0,457,332.441,43.514,NA,14.925,-37.875,-41.961
95,2,34,333.8,592.985,0,409,344.222,54.948,NA,11.781,0,37.875
96,2,35,348.199,591.676,0,357,358.681,68.87,NA,14.459,-5.194,-5.194
97,2,36,361.289,587.749,0,481,372.347,81.423,NA,13.667,-16.699,-11.505
98,2,37,376.997,583.822,0,368,388.539,96.903,NA,16.192,-14.036,2.663
99,2,38,388.778,586.44,0,322,400.607,108.775,NA,12.069,12.529,26.565
100,2,39,400.559,581.204,0,563,413.5,120.43,NA,12.892,-23.962,-36.491
101,2,40,405.796,582.513,0,519,418.897,125.673,NA,5.397,14.036,37.999
102,2,41,407.105,586.44,0,799,423.036,127.083,NA,4.139,71.565,57.529
103,2,42,404.487,594.294,0,1006,431.315,125.044,NA,8.279,108.435,36.87
104,2,43,394.014,600.839,0,722,443.665,115.565,NA,12.349,147.995,39.56
105,2,44,382.233,607.384,0,759,457.142,105.406,NA,13.477,150.945,2.951
106,2,45,370.452,615.238,0,658,471.301,96.522,NA,14.159,146.31,-4.635
107,2,46,353.435,611.311,0,565,488.765,79.247,NA,17.464,-167.005,46.685
108,2,47,345.581,619.165,0,705,499.873,75.663,NA,11.107,135,-57.995
109,2,48,328.563,621.783,0,434,517.09,63.186,NA,17.217,171.254,36.254
110,2,49,314.164,623.092,0,477,531.549,53.972,NA,14.459,174.806,3.552
111,2,50,299.765,617.856,0,506,546.87,41.581,NA,15.322,-160.017,25.178
112,2,51,287.984,620.474,0,342,558.939,40.048,NA,12.069,167.471,-32.512
113,2,52,274.894,617.856,0,679,572.288,37.025,NA,13.349,-168.69,23.839
114,2,53,256.567,612.62,0,597,591.348,39.271,NA,19.06,-164.055,4.635
115,2,54,246.095,608.693,0,605,602.532,43.749,NA,11.184,-159.444,4.611
116,2,55,229.078,607.384,0,518,619.6,57.373,NA,17.068,-175.601,-16.157
117,2,56,217.297,603.457,0,408,632.018,66.657,NA,12.418,-161.565,14.036
118,2,57,202.898,599.53,0,745,646.943,79.377,NA,14.925,-164.745,-3.18
119,2,58,192.426,599.53,0,692,657.415,89.598,NA,10.472,180,-15.255
120,2,59,181.953,600.839,0,885,667.969,100.121,NA,10.554,172.875,-7.125
121,2,60,163.627,591.676,0,560,688.458,116.972,NA,20.489,-153.435,33.69
122,2,61,146.61,589.058,0,662,705.676,133.751,NA,17.217,-171.254,-17.819
123,3,1,354.744,716.033,0,440,0,0,NA,NA,NA,NA
124,3,2,357.362,722.578,0,414,7.049,7.049,NA,7.049,68.199,NA
125,3,3,366.525,723.887,0,349,16.305,14.159,NA,9.256,8.13,-60.068
126,3,4,371.761,725.196,0,583,21.703,19.327,NA,5.397,14.036,5.906
127,3,5,376.997,730.432,0,415,29.108,26.506,NA,7.405,45,30.964
128,3,6,383.542,738.286,0,313,39.331,36.394,NA,10.224,50.194,5.194
129,3,7,386.16,743.522,0,410,45.185,41.745,NA,5.854,63.435,13.241
130,3,8,390.087,748.758,0,445,51.731,48.168,NA,6.545,53.13,-10.305
131,3,9,392.705,759.23,0,673,62.525,57.507,NA,10.794,75.964,22.834
132,3,10,396.632,764.466,0,369,69.07,64.035,NA,6.545,53.13,-22.834
133,3,11,401.868,769.702,0,472,76.475,71.422,NA,7.405,45,-8.13
134,3,12,409.723,772.321,0,417,84.754,78.683,NA,8.279,18.435,-26.565
135,3,13,414.959,774.939,0,417,90.608,84.236,NA,5.854,26.565,8.13
136,3,14,420.195,776.248,0,561,96.005,88.936,NA,5.397,14.036,-12.529
137,3,15,428.049,774.939,0,588,103.968,94.04,NA,7.962,-9.462,-23.499
138,3,16,437.212,768.393,0,648,115.228,97.686,NA,11.261,-35.538,-26.075
139,3,17,443.757,764.466,0,588,122.861,101.337,NA,7.633,-30.964,4.574
140,3,18,455.538,761.848,0,625,134.93,110.718,NA,12.069,-12.529,18.435
141,3,19,466.01,765.775,0,334,146.114,121.879,NA,11.184,20.556,33.085
142,3,20,479.101,768.393,0,752,159.463,134.93,NA,13.349,11.31,-9.246
143,3,21,486.955,764.466,0,442,168.244,140.803,NA,8.781,-26.565,-37.875
144,3,22,496.118,768.393,0,414,178.214,150.759,NA,9.969,23.199,49.764
145,3,23,506.59,768.393,0,548,188.686,160.62,NA,10.472,0,-23.199
146,3,24,511.826,765.775,0,634,194.54,164.77,NA,5.854,-26.565,-26.565
147,3,25,523.607,774.939,0,471,209.465,178.843,NA,14.925,37.875,64.44
148,3,26,531.461,778.866,0,367,218.246,187.555,NA,8.781,26.565,-11.31
149,3,27,538.006,778.866,0,556,224.791,193.735,NA,6.545,0,-26.565
150,3,28,548.478,780.175,0,617,235.345,204.077,NA,10.554,7.125,7.125
151,3,29,558.951,780.175,0,553,245.817,214.043,NA,10.472,0,-7.125
152,3,30,569.423,780.175,0,431,256.289,224.056,NA,10.472,0,0
153,3,31,578.586,781.484,0,573,265.545,233.215,NA,9.256,8.13,8.13
154,3,32,587.749,780.175,0,510,274.801,241.672,NA,9.256,-8.13,-16.26
155,3,33,599.53,786.72,0,477,288.279,254.788,NA,13.477,29.055,37.185
156,3,34,608.693,785.411,0,423,297.535,263.256,NA,9.256,-8.13,-37.185
157,3,35,619.165,789.338,0,624,308.719,274.395,NA,11.184,20.556,28.686
158,3,36,627.02,789.338,0,797,316.573,281.971,NA,7.854,0,-20.556
159,3,37,641.419,789.338,0,592,330.972,295.899,NA,14.399,0,0
160,3,38,653.2,794.574,0,335,343.865,308.617,NA,12.892,23.962,23.962
161,3,39,661.054,794.574,0,498,351.719,316.219,NA,7.854,0,-23.962
162,3,40,667.599,795.883,0,702,358.394,322.885,NA,6.675,11.31,11.31
163,3,41,668.908,794.574,0,720,360.245,323.833,NA,1.851,-45,-56.31
164,3,42,666.29,788.029,0,873,367.294,319.757,NA,7.049,-111.801,-66.801
165,3,43,659.745,782.793,0,1328,375.676,312.222,NA,8.382,-141.34,-29.539
166,3,44,657.127,780.175,0,768,379.378,309.111,NA,3.702,-135,6.34
167,3,45,653.2,774.939,0,759,385.923,304.214,NA,6.545,-126.87,8.13
168,3,46,642.728,771.011,0,780,397.108,293.185,NA,11.184,-159.444,-32.574
169,3,47,640.11,767.084,0,450,401.827,289.896,NA,4.72,-123.69,35.754
170,3,48,630.947,764.466,0,510,411.357,280.417,NA,9.53,-164.055,-40.365
171,3,49,625.711,756.612,0,759,420.797,273.988,NA,9.439,-123.69,40.365
172,3,50,623.092,748.758,0,623,429.076,270.337,NA,8.279,-108.435,15.255
173,3,51,619.165,734.359,0,670,444.001,265.056,NA,14.925,-105.255,3.18
174,3,52,616.547,729.123,0,351,449.855,262.131,NA,5.854,-116.565,-11.31
175,3,53,620.474,718.651,0,416,461.039,265.744,NA,11.184,-69.444,47.121
176,3,54,617.856,713.415,0,470,466.893,263.126,NA,5.854,-116.565,-47.121
177,3,55,613.929,699.016,0,340,481.818,259.744,NA,14.925,-105.255,11.31
178,3,56,610.002,687.234,0,658,494.237,256.878,NA,12.418,-108.435,-3.18
179,3,57,612.62,679.38,0,513,502.516,260.468,NA,8.279,-71.565,36.87
180,3,58,613.929,674.144,0,445,507.913,262.549,NA,5.397,-75.964,-4.399
181,3,59,607.384,666.29,0,595,518.137,257.491,NA,10.224,-129.806,-53.842
182,3,60,603.457,655.818,0,395,529.321,255.899,NA,11.184,-110.556,19.25
183,3,61,600.839,647.964,0,641,537.6,255.336,NA,8.279,-108.435,2.121
184,4,1,446.375,691.161,0,744,0,0,NA,NA,NA,NA
185,4,2,448.993,695.088,0,386,4.72,4.72,NA,4.72,56.31,NA
186,4,3,459.465,693.779,0,579,15.273,13.349,NA,10.554,-7.125,-63.435
187,4,4,468.628,695.088,0,721,24.53,22.597,NA,9.256,8.13,15.255
188,4,5,469.937,691.161,0,694,28.669,23.562,NA,4.139,-71.565,-79.695
189,4,6,477.791,691.161,0,379,36.523,31.416,NA,7.854,0,71.565
190,4,7,472.555,695.088,0,852,43.068,26.473,NA,6.545,143.13,143.13
191,4,8,471.246,692.47,0,611,45.995,24.906,NA,2.927,-116.565,100.305
192,4,9,463.392,692.47,0,529,53.849,17.068,NA,7.854,180,-63.435
193,4,10,454.229,692.47,0,1063,63.012,7.962,NA,9.163,180,0
194,4,11,447.684,692.47,0,718,69.558,1.851,NA,6.545,180,0
195,4,12,441.139,695.088,0,430,76.607,6.545,NA,7.049,158.199,-21.801
196,4,13,438.521,692.47,0,415,80.309,7.962,NA,3.702,-135,66.801
197,4,14,431.976,689.852,0,470,87.359,14.459,NA,7.049,-158.199,-23.199
198,4,15,424.122,685.925,0,647,96.14,22.861,NA,8.781,-153.435,4.764
199,4,16,426.74,679.38,0,367,103.189,22.898,NA,7.049,-68.199,85.236
200,4,17,435.903,674.144,0,412,113.743,19.981,NA,10.554,-29.745,38.454
201,4,18,443.757,671.526,0,414,122.022,19.809,NA,8.279,-18.435,11.31
202,4,19,452.92,666.29,0,420,132.575,25.718,NA,10.554,-29.745,-11.31
203,4,20,460.774,662.363,0,417,141.356,32.198,NA,8.781,-26.565,3.18
204,4,21,472.555,661.054,0,1025,153.21,39.898,NA,11.854,-6.34,20.225
205,4,22,476.482,653.2,0,1235,161.991,48.451,NA,8.781,-63.435,-57.095
206,4,23,481.719,658.436,0,351,169.396,48.168,NA,7.405,45,108.435
207,4,24,492.191,658.436,0,367,179.868,56.303,NA,10.472,0,-45
208,4,25,498.736,659.745,0,596,186.543,61.063,NA,6.675,11.31,11.31
209,4,26,502.663,662.363,0,748,191.263,63.227,NA,4.72,33.69,22.38
210,4,27,513.135,658.436,0,418,202.447,74.349,NA,11.184,-20.556,-54.246
211,4,28,520.989,657.127,0,433,210.409,82.01,NA,7.962,-9.462,11.094
212,4,29,531.461,661.054,0,751,221.594,90.256,NA,11.184,20.556,30.018
213,4,30,544.551,664.981,0,817,235.26,101.607,NA,13.667,16.699,-3.857
214,4,31,551.096,666.29,0,373,241.935,107.634,NA,6.675,11.31,-5.389
215,4,32,556.333,671.526,0,486,249.34,111.697,NA,7.405,45,33.69
216,4,33,562.878,670.217,0,624,256.015,118.37,NA,6.675,-11.31,-56.31
217,4,34,569.423,675.453,0,803,264.396,124.046,NA,8.382,38.66,49.97
218,4,35,579.895,674.144,0,464,274.95,134.6,NA,10.554,-7.125,-45.785
219,4,36,587.749,675.453,0,462,282.912,142.244,NA,7.962,9.462,16.587
220,4,37,596.912,674.144,0,538,292.169,151.496,NA,9.256,-8.13,-17.592
221,4,38,606.075,670.217,0,399,302.138,161.068,NA,9.969,-23.199,-15.068
222,4,39,616.547,672.835,0,738,312.932,171.156,NA,10.794,14.036,37.235
223,4,40,623.092,675.453,0,593,319.982,177.414,NA,7.049,21.801,7.765
224,4,41,621.783,678.071,0,396,322.909,175.896,NA,2.927,116.565,94.764
225,4,42,615.238,680.689,0,505,329.958,169.188,NA,7.049,158.199,41.634
226,4,43,604.766,678.071,0,564,340.752,158.931,NA,10.794,-165.964,35.838
227,4,44,598.221,674.144,0,716,348.385,152.797,NA,7.633,-149.036,16.928
228,4,45,586.44,668.908,0,643,361.277,141.822,NA,12.892,-156.038,-7.001
229,4,46,579.895,663.672,0,678,369.659,136.32,NA,8.382,-141.34,14.697
230,4,47,573.35,661.054,0,695,376.709,130.495,NA,7.049,-158.199,-16.858
231,4,48,564.187,657.127,0,917,386.678,122.629,NA,9.969,-156.801,1.397
232,4,49,553.715,651.891,0,586,398.386,114.298,NA,11.708,-153.435,3.366
233,4,50,545.86,644.037,0,753,409.493,110.082,NA,11.107,-135,18.435
234,4,51,540.624,644.037,0,319,414.729,105.374,NA,5.236,180,-45
235,4,52,536.697,636.183,0,424,423.511,105.739,NA,8.781,-116.565,63.435
236,4,53,532.77,629.638,0,532,431.143,106.063,NA,7.633,-120.964,-4.399
237,4,54,522.298,620.474,0,719,445.058,103.735,NA,13.915,-138.814,-17.85
238,4,55,511.826,613.929,0,832,457.408,101.235,NA,12.349,-147.995,-9.181
239,4,56,507.899,612.62,0,565,461.547,99.769,NA,4.139,-161.565,-13.57
240,4,57,503.972,602.148,0,644,472.731,106.022,NA,11.184,-110.556,51.009
241,4,58,488.264,600.839,0,935,488.494,99.563,NA,15.763,-175.236,-64.68
242,4,59,484.337,599.53,0,638,492.634,99.183,NA,4.139,-161.565,13.671
243,4,60,472.555,595.603,0,348,505.052,99.08,NA,12.418,-161.565,0
244,4,61,463.392,586.44,0,713,518.011,106.095,NA,12.959,-135,26.565
245,5,1,379.615,191.117,0,578,0,0,NA,NA,NA,NA
246,5,2,388.778,191.117,0,391,9.163,9.163,NA,9.163,0,NA
247,5,3,399.25,191.117,0,319,19.635,19.635,NA,10.472,0,0
248,5,4,408.414,187.19,0,312,29.604,29.065,NA,9.969,-23.199,-23.199
249,5,5,414.959,184.572,0,315,36.654,35.944,NA,7.049,-21.801,1.397
250,5,6,421.504,183.262,0,671,43.328,42.619,NA,6.675,-11.31,10.491
251,5,7,425.431,179.335,0,291,48.882,47.306,NA,5.554,-45,-33.69
252,5,8,433.285,175.408,0,319,57.663,55.921,NA,8.781,-26.565,18.435
253,5,9,438.521,171.481,0,379,64.208,62.092,NA,6.545,-36.87,-10.305
254,5,10,450.302,168.863,0,298,76.277,74.107,NA,12.069,-12.529,24.341
255,5,11,456.847,166.245,0,878,83.326,81.138,NA,7.049,-21.801,-9.273
256,5,12,468.628,161.009,0,348,96.219,93.967,NA,12.892,-23.962,-2.161
257,5,13,481.719,161.009,0,600,109.309,106.45,NA,13.09,0,23.962
258,5,14,490.882,159.7,0,312,118.565,115.617,NA,9.256,-8.13,-8.13
259,5,15,501.354,157.082,0,448,129.359,126.407,NA,10.794,-14.036,-5.906
260,5,16,517.062,155.773,0,470,145.122,141.918,NA,15.763,-4.764,9.273
261,5,17,526.225,153.155,0,365,154.652,151.445,NA,9.53,-15.945,-11.182
262,5,18,534.079,153.155,0,421,162.506,159.06,NA,7.854,0,15.945
263,5,19,544.551,150.537,0,295,173.3,169.855,NA,10.794,-14.036,-14.036
264,5,20,555.024,149.228,0,372,183.854,180.341,NA,10.554,-7.125,6.911
265,5,21,562.878,145.301,0,376,192.635,188.903,NA,8.781,-26.565,-19.44
266,5,22,570.732,146.61,0,445,200.598,196.23,NA,7.962,9.462,36.027
267,5,23,581.204,147.919,0,755,211.151,206.165,NA,10.554,7.125,-2.337
268,5,24,587.749,150.537,0,855,218.2,212.053,NA,7.049,21.801,14.676
269,5,25,592.985,147.919,0,777,224.055,217.699,NA,5.854,-26.565,-48.366
270,5,26,604.766,151.846,0,829,236.473,228.55,NA,12.418,18.435,45
271,5,27,613.929,157.082,0,838,247.027,236.773,NA,10.554,29.745,11.31
272,5,28,620.474,159.7,0,478,254.076,242.9,NA,7.049,21.801,-7.943
273,5,29,632.256,159.7,0,671,265.857,254.586,NA,11.781,0,-21.801
274,5,30,637.492,161.009,0,496,271.254,259.628,NA,5.397,14.036,14.036
275,5,31,649.273,161.009,0,556,283.035,271.333,NA,11.781,0,-14.036
276,5,32,655.818,159.7,0,437,289.71,277.984,NA,6.675,-11.31,-11.31
277,5,33,662.363,158.391,0,370,296.385,284.635,NA,6.675,-11.31,0
278,5,34,666.29,153.155,0,650,302.93,289.177,NA,6.545,-53.13,-41.82
279,5,35,671.526,146.61,0,850,311.312,295.284,NA,8.382,-51.34,1.79
280,5,36,681.998,134.829,0,672,327.074,307.577,NA,15.763,-48.366,2.974
281,5,37,700.325,126.975,0,346,347.013,327.061,NA,19.938,-23.199,25.168
282,5,38,709.488,117.812,0,752,359.971,337.919,NA,12.959,-45,-21.801
283,5,39,726.505,112.576,0,610,377.776,355.67,NA,17.805,-17.103,27.897
284,5,40,734.359,99.485,0,921,393.042,366.387,NA,15.266,-59.036,-41.934
285,5,41,730.432,99.485,0,841,396.969,362.586,NA,3.927,180,-120.964
286,5,42,721.269,99.485,0,549,406.132,353.728,NA,9.163,180,0
287,5,43,710.797,99.485,0,1135,416.604,343.624,NA,10.472,180,0
288,5,44,689.852,99.485,0,626,437.548,323.486,NA,20.944,180,0
289,5,45,680.689,102.103,0,395,447.078,313.957,NA,9.53,164.055,-15.945
290,5,46,672.835,100.794,0,550,455.04,306.816,NA,7.962,-170.538,25.408
291,5,47,662.363,107.339,0,589,467.39,294.898,NA,12.349,147.995,-41.468
292,5,48,657.127,112.576,0,847,474.795,288.412,NA,7.405,135,-12.995
293,5,49,645.346,104.721,0,1013,488.954,279.422,NA,14.159,-146.31,78.69
294,5,50,637.492,106.03,0,638,496.916,271.551,NA,7.962,170.538,-43.152
295,5,51,630.947,106.03,0,333,503.461,265.343,NA,6.545,180,9.462
296,5,52,620.474,104.721,0,358,514.015,255.885,NA,10.554,-172.875,7.125
297,5,53,610.002,100.794,0,298,525.199,247.46,NA,11.184,-159.444,13.431
298,5,54,599.53,100.794,0,305,535.671,237.741,NA,10.472,180,-20.556
299,5,55,586.44,100.794,0,697,548.762,225.687,NA,13.09,180,0
300,5,56,570.732,96.867,0,278,564.953,213.093,NA,16.192,-165.964,14.036
301,5,57,558.951,96.867,0,848,576.734,202.594,NA,11.781,180,-14.036
302,5,58,548.478,98.176,0,706,587.288,192.75,NA,10.554,172.875,-7.125
303,5,59,535.388,99.485,0,748,600.443,180.725,NA,13.155,174.289,1.414
304,5,60,519.68,104.721,0,309,617.001,164.567,NA,16.558,161.565,-12.724
305,5,61,507.899,109.957,0,451,629.894,151.801,NA,12.892,156.038,-5.528
306,6,1,692.47,293.22,0,361,0,0,NA,NA,NA,NA
307,6,2,697.706,294.529,0,294,5.397,5.397,NA,5.397,14.036,NA
308,6,3,706.87,290.602,0,502,15.366,14.635,NA,9.969,-23.199,-37.235
309,6,4,708.179,290.602,0,343,16.675,15.925,NA,1.309,0,23.199
310,6,5,717.342,287.984,0,463,26.205,25.417,NA,9.53,-15.945,-15.945
311,6,6,719.96,284.057,0,456,30.925,28.976,NA,4.72,-56.31,-40.365
312,6,7,727.814,286.675,0,465,39.204,35.944,NA,8.279,18.435,74.745
313,6,8,734.359,287.984,0,401,45.879,42.215,NA,6.675,11.31,-7.125
314,6,9,743.522,282.748,0,517,56.432,52.115,NA,10.554,-29.745,-41.055
315,6,10,748.758,281.439,0,555,61.829,57.507,NA,5.397,-14.036,15.709
316,6,11,753.994,278.821,0,446,67.684,63.186,NA,5.854,-26.565,-12.529
317,6,12,761.848,282.748,0,373,76.465,70.164,NA,8.781,26.565,53.13
318,6,13,767.084,276.203,0,527,84.847,76.53,NA,8.382,-51.34,-77.905
319,6,14,773.63,274.894,0,402,91.521,83.202,NA,6.675,-11.31,40.03
320,6,15,778.866,270.967,0,362,98.066,89.215,NA,6.545,-36.87,-25.56
321,6,16,786.72,265.731,0,446,107.506,98.176,NA,9.439,-33.69,3.18
322,6,17,794.574,270.967,0,280,116.945,104.5,NA,9.439,33.69,67.38
323,6,18,805.046,274.894,0,391,128.13,114.057,NA,11.184,20.556,-13.134
324,6,19,815.518,277.512,0,391,138.924,124.046,NA,10.794,14.036,-6.52
325,6,20,822.063,281.439,0,388,146.557,130.127,NA,7.633,30.964,16.928
326,6,21,829.917,281.439,0,300,154.411,137.951,NA,7.854,0,-30.964
327,6,22,840.389,282.748,0,419,164.965,148.289,NA,10.554,7.125,7.125
328,6,23,849.553,286.675,0,355,174.934,157.218,NA,9.969,23.199,16.074
329,6,24,862.643,285.366,0,560,188.089,170.353,NA,13.155,-5.711,-28.909
330,6,25,869.188,291.911,0,323,197.345,176.722,NA,9.256,45,50.711
331,6,26,879.66,291.911,0,387,207.817,187.194,NA,10.472,0,-45
332,6,27,891.441,289.293,0,474,219.886,199.009,NA,12.069,-12.529,-12.529
333,6,28,899.295,287.984,0,380,227.848,206.891,NA,7.962,-9.462,3.066
334,6,29,908.458,286.675,0,390,237.105,216.087,NA,9.256,-8.13,1.332
335,6,30,920.24,285.366,0,579,248.958,227.904,NA,11.854,-6.34,1.79
336,6,31,928.094,278.821,0,455,259.182,236.063,NA,10.224,-39.806,-33.465
