Nr,TID,PID,x,y,t.sec,I.val,Len.m,D2S.m,D2R.m,D2P.m,q¡.deg,s¡.deg,Current1,Current2
1490,25,26,383.542,129.593,0,396,226.972,191.121,NA,11.781,0,-53.13,200,200
1491,25,27,392.705,133.52,0,370,236.941,200.297,NA,9.969,23.199,23.199,200,200
1492,25,28,403.177,138.756,0,387,248.649,210.898,NA,11.708,26.565,3.366,200,200
1493,25,29,411.032,140.065,0,397,256.612,218.798,NA,7.962,9.462,-17.103,200,200
1494,25,30,416.268,143.992,0,662,263.157,224.224,NA,6.545,36.87,27.408,200,200
1495,25,31,422.813,145.301,0,520,269.832,230.837,NA,6.675,11.31,-25.56,200,200
1496,25,32,430.667,145.301,0,367,277.686,238.676,NA,7.854,0,-11.31,200,200
1497,25,33,437.212,145.301,0,429,284.231,245.209,NA,6.545,0,0,200,200
1498,25,34,446.375,147.919,0,601,293.761,254.519,NA,9.53,15.945,15.945,200,200
1499,25,35,451.611,146.61,0,342,299.158,259.661,NA,5.397,-14.036,-29.982,200,200
1500,25,36,463.392,146.61,0,724,310.939,271.422,NA,11.781,0,14.036,200,200
1501,25,37,472.555,146.61,0,422,320.102,280.57,NA,9.163,0,0,200,0
1502,25,38,480.41,149.228,0,1094,328.381,288.566,NA,8.279,18.435,18.435,-200,0
1503,25,39,483.028,150.537,0,895,331.308,291.265,NA,2.927,26.565,8.13,-200,0
1504,25,40,483.028,141.374,0,801,340.471,290.791,NA,9.163,-90,-116.565,-200,0
1505,25,41,486.955,142.683,0,670,344.611,294.765,NA,4.139,18.435,108.435,-200,0
1506,25,42,489.573,142.683,0,852,347.229,297.38,NA,2.618,0,-18.435,-200,0
1507,25,43,481.719,140.065,0,693,355.508,289.438,NA,8.279,-161.565,-161.565,-200,0
1508,25,44,471.246,143.992,0,421,366.692,279.128,NA,11.184,159.444,-38.991,-200,0
1509,25,45,466.01,147.919,0,362,373.237,274.113,NA,6.545,143.13,-16.314,-200,0
1510,25,46,452.92,149.228,0,755,386.393,261.138,NA,13.155,174.289,31.159,-200,0
1511,25,47,450.302,147.919,0,583,389.32,258.437,NA,2.927,-153.435,32.276,-200,0
1512,25,48,442.448,147.919,0,503,397.174,250.601,NA,7.854,180,-26.565,-200,0
1513,25,49,434.594,149.228,0,413,405.136,242.861,NA,7.962,170.538,-9.462,-200,-200
1514,25,50,426.74,146.61,0,642,413.415,234.84,NA,8.279,-161.565,27.897,-200,-200
1515,25,51,418.886,146.61,0,763,421.269,227.004,NA,7.854,180,-18.435,-200,-200
1516,25,52,414.959,142.683,0,389,426.823,222.845,NA,5.554,-135,45,-200,-200
1517,25,53,408.414,142.683,0,1202,433.368,216.309,NA,6.545,180,-45,-200,-200
1518,25,54,396.632,137.447,0,612,446.26,204.312,NA,12.892,-156.038,23.962,-200,-200
1519,25,55,384.851,140.065,0,726,458.329,192.644,NA,12.069,167.471,-36.491,-200,-200
1520,25,56,369.143,140.065,0,536,474.037,176.955,NA,15.708,180,12.529,-200,-200
1521,25,57,359.98,133.52,0,301,485.298,167.575,NA,11.261,-144.462,35.538,-200,-200
1522,25,58,349.508,132.211,0,552,495.851,157.088,NA,10.554,-172.875,-28.413,-200,-200
1523,25,59,340.345,130.902,0,359,505.107,147.919,NA,9.256,-171.87,1.005,-200,-200
1524,25,60,335.109,123.048,0,386,514.547,142.899,NA,9.439,-123.69,48.18,-200,-200
1525,25,61,329.872,106.03,0,954,532.351,139.679,NA,17.805,-107.103,16.587,-200,-200
1526,26,1,236.932,83.777,0,379,0,0,NA,NA,NA,NA,0,0
1527,26,2,236.932,74.614,0,645,9.163,9.163,NA,9.163,-90,NA,0,0
1528,26,3,239.55,74.614,0,617,11.781,9.53,NA,2.618,0,90,0,0
1529,26,4,244.786,82.468,0,375,21.221,7.962,NA,9.439,56.31,56.31,0,0
1530,26,5,247.404,86.395,0,706,25.94,10.794,NA,4.72,56.31,0,0,0
1531,26,6,252.64,87.704,0,659,31.338,16.192,NA,5.397,14.036,-42.274,0,0
1532,26,7,256.567,86.395,0,470,35.477,19.809,NA,4.139,-18.435,-32.471,0,0
1533,26,8,261.804,86.395,0,493,40.713,25.009,NA,5.236,0,18.435,0,0
1534,26,9,265.731,83.777,0,345,45.433,28.798,NA,4.72,-33.69,-33.69,0,0
1535,26,10,270.967,85.086,0,428,50.83,34.06,NA,5.397,14.036,47.726,0,0
1536,26,11,276.203,86.395,0,406,56.227,39.358,NA,5.397,14.036,0,0,0
1537,26,12,278.821,82.468,0,452,60.947,41.909,NA,4.72,-56.31,-70.346,0,0
1538,26,13,286.675,79.85,0,510,69.226,49.897,NA,8.279,-18.435,37.875,200,0
1539,26,14,290.602,78.541,0,368,73.365,53.925,NA,4.139,-18.435,0,200,0
1540,26,15,293.22,77.232,0,296,76.293,56.667,NA,2.927,-26.565,-8.13,200,0
1541,26,16,297.147,73.305,0,428,81.846,61.119,NA,5.554,-45,-18.435,200,0
1542,26,17,302.383,74.614,0,723,87.243,66.089,NA,5.397,14.036,59.036,200,0
1543,26,18,311.546,75.923,0,786,96.5,75.026,NA,9.256,8.13,-5.906,200,0
1544,26,19,320.709,78.541,0,605,106.029,83.941,NA,9.53,15.945,7.815,200,0
1545,26,20,329.872,78.541,0,576,115.192,93.088,NA,9.163,0,-15.945,200,0
1546,26,21,341.654,78.541,0,446,126.974,104.852,NA,11.781,0,0,200,0
1547,26,22,349.508,78.541,0,398,134.828,112.697,NA,7.854,0,0,200,0
1548,26,23,361.289,78.541,0,475,146.609,124.467,NA,11.781,0,0,200,0
1549,26,24,371.761,78.541,0,357,157.081,134.93,NA,10.472,0,0,200,0
1550,26,25,378.306,77.232,0,595,163.756,141.525,NA,6.675,-11.31,-11.31,200,200
1551,26,26,390.087,78.541,0,483,175.609,153.245,NA,11.854,6.34,17.65,200,200
1552,26,27,400.559,82.468,0,340,186.794,163.632,NA,11.184,20.556,14.216,200,200
1553,26,28,407.105,85.086,0,320,193.843,170.177,NA,7.049,21.801,1.245,200,200
1554,26,29,417.577,83.777,0,518,204.397,180.644,NA,10.554,-7.125,-28.926,200,200
1555,26,30,426.74,82.468,0,432,213.653,189.812,NA,9.256,-8.13,-1.005,200,200
1556,26,31,429.358,83.777,0,717,216.58,192.426,NA,2.927,26.565,34.695,200,200
1557,26,32,429.358,83.777,0,713,216.58,192.426,NA,0,0,-26.565,200,200
1558,26,33,433.285,90.322,0,942,224.213,196.462,NA,7.633,59.036,59.036,200,200
1559,26,34,433.285,90.322,0,612,224.213,196.462,NA,0,0,-59.036,200,200
1560,26,35,437.212,86.395,0,653,229.766,200.297,NA,5.554,-45,-45,200,200
1561,26,36,447.684,90.322,0,827,240.951,210.853,NA,11.184,20.556,65.556,200,200
1562,26,37,452.92,95.558,0,577,248.355,216.309,NA,7.405,45,24.444,200,0
1563,26,38,460.774,100.794,0,876,257.795,224.488,NA,9.439,33.69,-11.31,-200,0
1564,26,39,469.937,102.103,0,1661,267.051,233.725,NA,9.256,8.13,-25.56,-200,0
1565,26,40,466.01,95.558,0,735,274.684,229.381,NA,7.633,-120.964,-129.094,-200,0
1566,26,41,456.847,94.249,0,673,283.94,220.164,NA,9.256,-171.87,-50.906,-200,0
1567,26,42,443.757,98.176,0,502,297.607,207.325,NA,13.667,163.301,-24.829,-200,0
1568,26,43,437.212,98.176,0,1115,304.152,200.797,NA,6.545,180,16.699,-200,0
1569,26,44,430.667,99.485,0,1097,310.826,194.37,NA,6.675,168.69,-11.31,-200,0
1570,26,45,424.122,100.794,0,635,317.501,187.961,NA,6.675,168.69,0,-200,0
1571,26,46,418.886,107.339,0,336,325.883,183.473,NA,8.382,128.66,-40.03,-200,0
1572,26,47,412.341,106.03,0,483,332.558,176.814,NA,6.675,-168.69,62.65,-200,0
1573,26,48,407.105,107.339,0,466,337.955,171.796,NA,5.397,165.964,-25.346,-200,0
1574,26,49,401.868,112.576,0,484,345.36,167.432,NA,7.405,135,-30.964,-200,-200
1575,26,50,391.396,112.576,0,470,355.832,157.126,NA,10.472,180,45,-200,-200
1576,26,51,384.851,113.885,0,397,362.507,150.952,NA,6.675,168.69,-11.31,-200,-200
1577,26,52,375.688,106.03,0,634,374.575,140.529,NA,12.069,-139.399,51.911,-200,-200
1578,26,53,371.761,102.103,0,300,380.129,136.069,NA,5.554,-135,4.399,-200,-200
1579,26,54,361.289,90.322,0,643,395.892,124.529,NA,15.763,-131.634,3.366,-200,-200
1580,26,55,362.598,79.85,0,550,406.445,125.727,NA,10.554,-82.875,48.759,-200,-200
1581,26,56,363.907,69.378,0,525,416.999,127.789,NA,10.554,-82.875,0,-200,-200
1582,26,57,354.744,62.833,0,338,428.259,119.659,NA,11.261,-144.462,-61.587,-200,-200
1583,26,58,344.272,51.052,0,436,444.022,112.217,NA,15.763,-131.634,12.829,-200,-200
1584,26,59,339.036,37.962,0,350,458.121,111.911,NA,14.099,-111.801,19.832,-200,-200
1585,26,60,331.182,26.18,0,442,472.28,110.455,NA,14.159,-123.69,-11.889,-200,-200
1586,26,61,329.872,20.944,0,661,477.677,112.187,NA,5.397,-104.036,19.654,-200,-200
